track_id,track_title,sc_url,ep_title,ep_url,play_count,like_count,engagement_rate,sutra,lyrics_title,lyrics_id,playlist_count,in_airtable_import_set,playlist_name,playlist_url
2120402421,A [07] Make America Gulag Again • Bruh Ragga DUB,https://soundcloud.com/bananasutra/a-07-make-america-gulag-again-bruh-ragga-dub-7,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,194,2,1.030928,BLOWsutra,A [07] Make America Gulag Again,,1,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402454,A [08] Make America Gulag Again • Muse DUB,https://soundcloud.com/bananasutra/a-08-make-america-gulag-again-muse-dub-8,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,1577,13,0.824350,QUACKsutra,Make Amurica Gulag Again (MAGA),L-151,3,yes,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402460,A [09] Make America Gulag Again • Muse DUB,https://soundcloud.com/bananasutra/a-09-make-america-gulag-again-muse-dub-9,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,206,1,0.485437,BLOWsutra,A [09] Make America Gulag Again,,1,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402418,A [10] Make America Gulag Again • Dem Sed Ragga DUB,https://soundcloud.com/bananasutra/a-10-make-america-gulag-again-dem-sed-ragga-dub-10,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,196,2,1.020408,BLOWsutra,A [10] Make America Gulag Again,,1,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402442,A [11] Make America Gulag Again • Dem Sed Ragga DUB,https://soundcloud.com/bananasutra/a-11-make-america-gulag-again-dem-sed-ragga-dub-11,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,185,1,0.540541,BLOWsutra,A [11] Make America Gulag Again,,1,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402433,A [12] Make America Gulag Again • Ragga Lala DUB,https://soundcloud.com/bananasutra/a-12-make-america-gulag-again-ragga-lala-dub-12,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,368,6,1.630435,QUACKsutra,Make Amurica Gulag Again (MAGA),L-151,5,yes,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402445,A [13] Make America Gulag Again • Ragga Hope DUB,https://soundcloud.com/bananasutra/a-13-make-america-gulag-again-ragga-hope-dub-13,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,183,1,0.546448,BLOWsutra,A [13] Make America Gulag Again,,1,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402469,A [14] Make America Gulag Again • Di Riddim Ragga DUB,https://soundcloud.com/bananasutra/a-14-make-america-gulag-again-di-riddim-ragga-dub-14,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,615,3,0.487805,QUACKsutra,Make Amurica Gulag Again (MAGA),L-151,1,yes,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2120402478,A [15] Make America Gulag Again • Di Riddim Ragga DUB,https://soundcloud.com/bananasutra/a-15-make-america-gulag-again-di-riddim-ragga-dub-15,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,1415,18,1.272085,QUACKsutra,Make Amurica Gulag Again (MAGA),L-151,2,yes,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2010294911,A stroll down history’s lane • DUBsutra,https://soundcloud.com/bananasutra/a-stroll-down-historys-lane-4,A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,https://soundcloud.com/bananasutra/sets/a-stroll-down-historys-lane,228,2,0.877193,KNOWsutra,A Stroll Down History’s Lane,L-7,2,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2029770480,ABC Of Kindness - A Is Ask - DUBsutra (1),https://soundcloud.com/bananasutra/abc-of-kindness-a-is-ask-1,ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,193,1,0.518135,KNOWsutra,ABC Of Kindness - A Is Ask - DUBsutra (1),,2,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2029770472,ABC Of Kindness - A Is Ask - DUBsutra (2),https://soundcloud.com/bananasutra/abc-of-kindness-a-is-ask,ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,158,1,0.632911,KNOWsutra,ABC Of Kindness - A Is Ask - DUBsutra (2),,2,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2029770568,ABC Of Kindness - A Is For Always Speak From Your Heart - DUBsutra (1),https://soundcloud.com/bananasutra/abc-of-kindness-a-is-for-4,ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,399,3,0.751880,GROWsutra,ABC Of Kindness,L-9,4,yes,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2029770512,ABC Of Kindness - A Is For Always Speak From Your Heart - DUBsutra (2),https://soundcloud.com/bananasutra/abc-of-kindness-a-is-for-3,ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,221,2,0.904977,KNOWsutra,ABC Of Kindness - A Is For Always Speak From Your Heart - DUBsutra (2),,2,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
2029770496,ABC Of Kindness - A Is For Apologize - DUBsutra (2),https://soundcloud.com/bananasutra/abc-of-kindness-a-is-for-1,ABCs of Kindness - KNOWsutra,https://soundcloud.com/bananasutra/sets/abcs-of-kindness-knowsutra,161,0,0.000000,KNOWsutra,ABC Of Kindness - A Is For Apologize - DUBsutra (2),,2,no,DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra
